Sun May 17 09:41:30 PDT 2009,"working, cleaning, and hopefully finding time to shop "
Sun May 17 09:41:30 PDT 2009,"@Kballlx3 Hellooo, thankyou for the add, sppreciate it "
Sun May 17 09:41:31 PDT 2009,@Charlotteis I'm an expert in body langugage - if that helps - seriously. I was employed for that very skill - the body never lies 
Sun May 17 09:41:31 PDT 2009,@rofltallman im not using this account to spam anymore jsyk 
Sun May 17 09:41:31 PDT 2009,@ellielocke THANK YOU  Thought I'd try something new ;D Xx
Sun May 17 09:41:31 PDT 2009,@timkurek good luck! Have lots of fun! 
Sun May 17 09:41:32 PDT 2009,Support the revolution1 Buy a shirt  http://bit.ly/rskVx
Sun May 17 09:41:32 PDT 2009,"I'd say let's go yankees, but I'd be lying. "
Sun May 17 09:41:32 PDT 2009,@DebbieFletcher hi swettie! can you wish 'happy b-day' to my b. friend @lahmazzonetto? she's 16 
Sun May 17 09:41:32 PDT 2009,:: amazing how lily allen can make f$&amp;@ you sound so pretty 
Sun May 17 09:41:32 PDT 2009,"Waiting for Nat to come over, we're going to the mall with Lulu  and then church of course."
Sun May 17 09:41:33 PDT 2009,God is so good!!! 
Sun May 17 09:41:33 PDT 2009,"@coldplay Come on Guy......We want Jonny pics, we want Jonny pics! You can do it. "
Sun May 17 09:41:33 PDT 2009,@Bosn_C_Otter Can't you have sex AND play halo? 
Sun May 17 09:41:33 PDT 2009,"@tommcfly @dougiemcfly @dannymcfly @mcflyharry Say hello to brazilian fans, we're all listening to BBC now! PLEASE "
Sun May 17 09:41:33 PDT 2009,Goooodmorning!!   Lazy Sunday I love ya!!  Who wants to watch Dane with me tonight?!!
Sun May 17 09:41:34 PDT 2009,"Great event last night!! I had a blast!  Lots to do before I leave town, next few days are gonna be nuts! :-p"
Sun May 17 09:41:34 PDT 2009,after a realy long time i had so much to blog abt 
Sun May 17 09:41:34 PDT 2009,"@ZRHERO ooh, what might that be? "
Sun May 17 09:41:34 PDT 2009,@TheFirstChibi cheers! 
Sun May 17 09:41:34 PDT 2009,Just woke up with my little sisters foot in my face. Lol. Why do toddlers sleep like that. Lol. Time to cook breakfast  http://twitter ...
Sun May 17 09:41:34 PDT 2009,@karamilah hoping that the gym cleared ur mind a lil.. Good Evening.. 
Sun May 17 09:41:35 PDT 2009,http://twitpic.com/5d3rk - @tommcfly Look at what I've found today !  Who ya gonna call? GHOSTBUSTERS!
Sun May 17 09:41:35 PDT 2009, having a good day
Sun May 17 09:41:35 PDT 2009,Prom was actually funnn 
Sun May 17 09:41:35 PDT 2009,maybe i should kill Beyonce? 
Sun May 17 09:41:35 PDT 2009,im frusterated that my picture didn't load =( attempt number 34908570278903874 now 
Sun May 17 09:41:36 PDT 2009,@amarap told u i got a twitter 
Sun May 17 09:41:36 PDT 2009,http://is.gd/wnIt Live Service Going On Now. Watch It! 
Sun May 17 09:41:37 PDT 2009,@PumpsAndGloss and this pair was my fave   http://twitpic.com/5d8ks
Sun May 17 09:41:38 PDT 2009,"**Gasp** not a Pepsi in the house! Thank God for my hubby...he's off to the store for me! He's such a sweetie, yep...I love him! "
Sun May 17 09:41:38 PDT 2009,Suzy Snakeyes can bite Vodka's butt!  
Sun May 17 09:41:38 PDT 2009,@gaillamarche I definitely take the movie over laundry! 
Sun May 17 09:41:38 PDT 2009,Bom dia Twitters ' .  
Sun May 17 09:41:38 PDT 2009,@MicheleBell21 did u get a new puppy?? I missed that 
Sun May 17 09:41:39 PDT 2009,@issie07 heehee same . ohh i love listening to &quot;the climb&quot; 
Sun May 17 09:41:39 PDT 2009,I wonder if I can get @aaronkrager to deliver a big gulp and candy bar to me again today 
Sun May 17 09:41:40 PDT 2009,listing to radio one  chart show since mcfly are on there 
Sun May 17 09:41:40 PDT 2009,@coldplay you tweet a lot huh? cool. 
Sun May 17 09:41:40 PDT 2009,Off to church to teach the little ones. 
Sun May 17 09:41:40 PDT 2009,"@Brandi88 Well, you asked. "
Sun May 17 09:41:41 PDT 2009,lovin this summer weather  bbq today I looove my boys!
Sun May 17 09:41:41 PDT 2009,Sunny Sunday. 
Sun May 17 09:41:41 PDT 2009,i had a great weekend thank u to my lovely friends! if yr happy and u know it clap yr hands *clapping my hands* !!! luv luv 
Sun May 17 09:41:41 PDT 2009,rhe next day wondering how the hell everyone got your cellphone number. Trust me on this one.  Party like a Westie or in your case Eastie 
Sun May 17 09:41:41 PDT 2009,pizzzzzzza and ralphs  ohhayyy nicks in love with the pizza girl. yayy
Sun May 17 09:41:41 PDT 2009,Whoo Hoooo! FEEL GOOD MUSIC here! http://bit.ly/EUNLs ENJOY !! JUST ADDED A REALLY FUNNY VIDEO ! Throw Yo Hands Up! (Please ReTweet) 
Sun May 17 09:41:42 PDT 2009,"@cptkenz let's go to karaoke, this Thursday!  Jenny's goinggg. "
Sun May 17 09:41:42 PDT 2009,@Ruth_Z Thanks Ruth! 
Sun May 17 09:41:42 PDT 2009,"Happy belated birthday @ewop! Don't know exactly what you did, but it sounds like you gave yourself a wonderful present. "
Sun May 17 09:41:42 PDT 2009,filming a little report for TV tomorrow. Hopefully I'll come out big w/ that *laughs*  
Sun May 17 09:41:43 PDT 2009,Concert today!  can't wait!
Sun May 17 09:41:43 PDT 2009,@irisa_shannon i've actually never tried those choco jellybeans...are they nice?! 
Sun May 17 09:41:44 PDT 2009,Falling in love at a coffee shop -landon pigg 
Sun May 17 09:41:44 PDT 2009,"@dogwalker73 I read and commented on your other two, but you know why I can't read this one. Least I'm not one of those immature liars "
Sun May 17 09:41:44 PDT 2009,@JPLeather eeesh why would you assume i have done something... i have... but not anything bad  mwhahaha
Sun May 17 09:41:45 PDT 2009,"workkking(= ,, i got my lip ring to go in last niggght. makes me happy happy "
Sun May 17 09:41:45 PDT 2009,@ShesElectric_ hope your back feels better dear 
Sun May 17 09:41:45 PDT 2009,@realJholiday Round 2 is what is gettin me through finalss!! 
Sun May 17 09:41:46 PDT 2009,Okay I should call Radio 1 and also ask Danny to marry me 
Sun May 17 09:41:46 PDT 2009,Dennys here i come 
Sun May 17 09:41:46 PDT 2009,"Bay to Breakers in SF today... oh, how I miss those crazy days! Can't wait to see the pics my friends will post "
Sun May 17 09:41:46 PDT 2009,@DesignModern Thanks for following 
Sun May 17 09:41:47 PDT 2009,@nickybyrneoffic Heyy It Was Great To Cya Playen at Liverpool The Other Nite ..Hope Ya had a good time  Pleaseeee Reply xxxxx
Sun May 17 09:44:18 PDT 2009,Goodmorning everyone 
Sun May 17 09:44:18 PDT 2009,yay my parents have wlan 
Sun May 17 09:44:19 PDT 2009,@BDUBweitl lol! that is too funny 
Sun May 17 09:44:19 PDT 2009,@linheems2 LINDSAY!  aww..dreaming about backpack shopping!  it's not like the rykse's have a son in the mowing business. wait 
Sun May 17 09:44:20 PDT 2009,gonna have a magners now (bulmers for my irish mates)  ttyl! 
Sun May 17 09:44:20 PDT 2009,@josielm What have you been doing not sleeping?! Went to Oscar Wilde's house which was v. exciting &amp; Bar Italia because I = tourist.  x
Sun May 17 09:44:20 PDT 2009,is headed to church! have a blessed day 
Sun May 17 09:44:22 PDT 2009,"@Paisano No, Nadal will still WIN the French Open. "
Sun May 17 09:44:23 PDT 2009,Watching back to the future trilogy 
Sun May 17 09:44:23 PDT 2009,@danfaust It's not that hard to become one 
Sun May 17 09:44:24 PDT 2009,Happy Birthday my dearest Noelle Renee! Daddy loves you as far as the galaxy 
Sun May 17 09:44:24 PDT 2009,Las nitte was Coo. drive- in wes comedyy w/. 2`keyy drunk ass.  lmao tht joose had me feeLin reaL qud 
Sun May 17 09:44:24 PDT 2009,@qball1116 Me too!   Thanks!
Sun May 17 09:44:24 PDT 2009,"i just made a cake! hah, excited! "
Sun May 17 09:44:24 PDT 2009,@NathanFillion Star Trek is the perfect way to celebrate 
Sun May 17 09:44:25 PDT 2009,"riverfest later today !! xD  gonna hang with megan, maxine, and taylor . "
Sun May 17 09:44:26 PDT 2009,Lam's back 
Sun May 17 09:44:26 PDT 2009,@Wilsurn @mhisham ooh did someone say pix? 
Sun May 17 09:44:26 PDT 2009,have German students here  when they need to revise for Maths tomorrow :/
Sun May 17 09:44:27 PDT 2009,"last nite was awesome.lets see there was:cafe tu tu,bellydancing,prom,bk, universal,home "
Sun May 17 09:44:27 PDT 2009,"follow @MRCSupporters guys.. Go follow,,click them, follow them. "
Sun May 17 09:44:27 PDT 2009,@Penguino DO NOT WANT #FLAMEWARS 
Sun May 17 09:44:27 PDT 2009,@420thoughts sending u good weed karma  lotta warm vibes
Sun May 17 09:44:28 PDT 2009,Grande iced soy caramel macchiato upside down extra caramel extra shot and crispy bar please 
Sun May 17 09:44:28 PDT 2009,@MarthaStewart  use an umbrella? 
Sun May 17 09:44:29 PDT 2009,"&quot;I'm sorry Dave, I'm afraid I can't do that...&quot; #WolframAlpha needs help! "
Sun May 17 09:44:29 PDT 2009,"@madamecupcake lol thank u - they are silly but fun to make! i think work took over life. trying to arrange it so i work less, play more. "
Sun May 17 09:44:29 PDT 2009,@LoganDavidson interesting! Is it for sale? 
Sun May 17 09:44:29 PDT 2009,@noellex3 loveee @mitchelmusso in that movie. Hes superrr cute 
Sun May 17 09:44:29 PDT 2009,@NatlovesGuitar hang at home. Play guitar. 
Sun May 17 09:44:30 PDT 2009,The phone call I just got made me way so happy  my bus is in the boogie down bx. Almost there!!!
Sun May 17 09:44:30 PDT 2009,@ImMattLeBlanc UK was very boring.  Norway was a happy and funny song.
Sun May 17 09:44:30 PDT 2009,My Inbox is empty!! Ok so i guess i should start packing now 
Sun May 17 09:44:30 PDT 2009,@faceurfears Thanks much  !!!
Sun May 17 09:44:30 PDT 2009,Hey @chrisbrogan have you seen this in your continuing search for outlets?   http://bit.ly/CbjfX
Sun May 17 09:44:30 PDT 2009,Tech's all set up for worship service today. Can't believe I have time to relax a bit. 
Sun May 17 09:44:30 PDT 2009,Sunny Sunday!  Mmm strawberries for breakfast.
Sun May 17 09:44:31 PDT 2009,joined the gym outside downlands. brownies are the best  with chocolate sauce  and vanilla ice cream 
Sun May 17 09:44:32 PDT 2009,Everyone's all worried about stubborn bolt &amp; &quot;plan c&quot;  http://tinyurl.com/okg95u &amp; then this from @PsychoDuck to @NASA &quot;Pull really hard&quot; 
Sun May 17 09:44:32 PDT 2009,@venered how about the tag 
Sun May 17 09:44:32 PDT 2009,@WayneCheng I'm looking mostly for aesthetic purposes.. I live in Texas and don't need a fireplace too often 
Sun May 17 09:44:32 PDT 2009,Got four hours sleep and playing an acoustic set at the church   #WIN!
Sun May 17 09:44:32 PDT 2009,im gonna go to bed already  see everyone in dreamland! 
Sun May 17 09:44:32 PDT 2009,Pool Party - The Aquabats 
Sun May 17 09:44:32 PDT 2009,"@Lopsi No you were right, i just converted it into Kilometers "
Sun May 17 09:44:32 PDT 2009,@zocookie I'd buy you scampi when we next have lunch  x
Sun May 17 09:44:32 PDT 2009,Whoo Hoooo! FEEL GOOD MUSIC here! http://bit.ly/EUNLs ENJOY !! JUST ADDED A REALLY FUNNY VIDEO ! Throw Yo Hands Up! (Please ReTweet) 
Sun May 17 09:44:33 PDT 2009,in Nashville! What to do? Mhmmm 
Sun May 17 09:44:33 PDT 2009,Goodnight to all those going to bed. 
Sun May 17 09:44:34 PDT 2009,@lettalamm I'll meet you on his page! www.myspace.com/marcusfoster 
Sun May 17 09:44:34 PDT 2009,pretty morning. happy coffee. 
Sun May 17 09:44:34 PDT 2009,Good Morning World! 
Sun May 17 09:44:35 PDT 2009,@bighead_ good luck! 
Sun May 17 09:44:35 PDT 2009,@PuNK3d1 me too ! 
Sun May 17 09:44:35 PDT 2009,"Schools done. Summer is officially here. Gonna relax tonight with a chelada, work on a computer for a client, and watch live.twit.tv "
Sun May 17 09:44:36 PDT 2009,@sunnydeefan3 lol... I am glad we can relate somehow.  
Sun May 17 09:44:36 PDT 2009,"Check out the music shoppe in harrison, oh. They are amazing!!!!!!!!!!!!!!!! "
Sun May 17 09:44:37 PDT 2009,now** sorry... and I can't wait to hang out with Shawn 
Sun May 17 09:44:37 PDT 2009,@ericscott3   hey who's this ????? 
Sun May 17 09:44:37 PDT 2009,@KikiElise That means that we just need to go to 2 more shows to hve everything be complete 
Sun May 17 09:44:37 PDT 2009,@josephmccoy  not at all ..tweet away honey 
Sun May 17 09:44:38 PDT 2009,!@bkdodgr  We'll always have Paris 
Sun May 17 09:44:38 PDT 2009,@lipstickmom36  haha!! I know the feeling...At least it's not a holiday. Those are really fun!! Hang in there...Soon it will be Monday! 
Sun May 17 09:44:38 PDT 2009,G-squad# 395...signing in 
Sun May 17 09:44:39 PDT 2009,@FreightTrainn oh yeah. extremely dominates 
Sun May 17 09:44:40 PDT 2009,just read all the NEW updates! but not all geesh why do I have to follow 55ppl whatever its funn 
Sun May 17 09:44:40 PDT 2009,"@mccmarianne it's good, just very tiring!    hope you get some hot water!  for your bath that I will be thinking about.  KIDDING. :-p"
Sun May 17 09:44:40 PDT 2009,"BLSAT: &quot;Wait for You&quot; by Elliot Yamin.  This is this guy's 2nd nomination on the list!! Woo-hoo, go him! LoL.   Good song."
Sun May 17 09:44:41 PDT 2009,@_sweetjane Thank you for voting!  Very nice to meet another Tampa wine lover! 
Sun May 17 09:44:41 PDT 2009,@PJA64X Hi... thanks for follow!! 
Sun May 17 09:44:41 PDT 2009,@empireofno Cuties 
Sun May 17 09:44:42 PDT 2009,"at Fresh Purls in Providence, just got food and much needed coffee from a wonderful bakery down the street "
Sun May 17 09:44:42 PDT 2009,"got to go, sleepy @AnoopDoggDesai, thanks again for the pics. Have a nice &amp; meaningful day, guys!! ;) Goodnight, Godbless   "
Sun May 17 09:44:42 PDT 2009,"@Luvologist Heh, we all do from time to time.. "
Sun May 17 09:44:42 PDT 2009,Still loking for the wonderful patron of the arts   http://winner4all.blogspot.com
Sun May 17 09:44:43 PDT 2009,@flygirl737700 Re: lightplanephoto.com - Thanks a lot 
Sun May 17 09:44:43 PDT 2009,"@amazingphil, wow at the staticelectricitified packet :O or bag, sorry im mistaken. "
Sun May 17 09:44:43 PDT 2009,so glad i am off of work today! crawfish boil today!!! 
Sun May 17 09:44:44 PDT 2009,"@r0xii @laurakim123 @SingleSyllable @mikestopforth  KFC it is.. Decided against the double crunch tonight. Mike, Any requests? "
Sun May 17 09:44:44 PDT 2009,"Ten years ago, a year of cableTV $ = rt ticket to Germany/elsewhere. Decided I'd rather be there, than watch other ppl be there "
Sun May 17 09:44:45 PDT 2009,has bought a new macBook 
Sun May 17 09:44:45 PDT 2009,@NathanFillion Eveentually it will sink in and you'll get used to having a second season. 
Sun May 17 09:44:45 PDT 2009,"totally inprepared for the maths exam tomorrow..eurghh, i might just stay in bed and not go..sounds like a good idea to me "
Sun May 17 09:44:47 PDT 2009,@LouPeb yeay! We love happy endings for pet stories!! 
Sun May 17 09:44:47 PDT 2009,"@dailybedlam Wow, he just went from losing half to losing like 3/4 huh. Ouch! "
Sun May 17 09:44:47 PDT 2009,@NGAofficial hey how r u? my name is ellie!  ur so funny in JONAS i &lt;3 it! wots it like 2 work with joe nick n kev?
Sun May 17 09:44:47 PDT 2009,@ddlovato http://twitpic.com/2n5tz - What fun..have a colorful day Demi 
Sun May 17 09:44:47 PDT 2009,"@txaggie94 again I ask, what was the naughty part? Seems like he is doing his job as a young boy very well "
Sun May 17 09:44:48 PDT 2009,@mlhbtb I bet Carolina Basset Rescue would love to provide a basset for your basset.  http://www.cbhr.com/
Sun May 17 09:44:48 PDT 2009,we should all do this again guys its like get people to follow u day ha 
Sun May 17 09:44:48 PDT 2009,Pitbull! The band. Their songs make me want to dance and They're half in spanish and half english. Couldn't be more perfect 
Sun May 17 09:44:48 PDT 2009,Is Waiting To Hear JLS On The Hit40Uk 
Sun May 17 09:44:49 PDT 2009,@Charlotteis The bad points  is trying to pretend that I'm not noticing and make small talk 
Sun May 17 09:44:49 PDT 2009,@jtonline Thanks 
Sun May 17 09:44:49 PDT 2009,help us to create a little database of good #techno clubs in the #usa ! reply with @technorulez and retweet  Party Hard!
Sun May 17 09:44:49 PDT 2009,"the shooting is over! clap, clap, clap! "
Sun May 17 09:44:49 PDT 2009,"And oh, Mom has been informed I will no longer be going to her house when the security is on! "
Sun May 17 09:44:49 PDT 2009,"@nancymyrland  thanks!  not home in Indy yet, home in Phoenix  -- one more week out here."
Sun May 17 09:44:49 PDT 2009,"@urbanfly ahh right, awesome  bit like purevolume and playlist.com then??"
Sun May 17 09:47:24 PDT 2009,church at ranchocommunity today 
Sun May 17 09:47:24 PDT 2009,@ Chinahouse with Ana 
Sun May 17 09:47:24 PDT 2009,Bout Taa Hop In thee Showerr &amp;&amp; Get Readyy For Churchh  Afterr Immaa Go Shoppinn =D
Sun May 17 09:47:24 PDT 2009,@Charlotteis No bugger would believe me. I should have put money on it - would have cleaned up! 
Sun May 17 09:47:24 PDT 2009,@pattidigh I've already got a boilerplate e-mail for peeps who ask me for good veggie recipes. 
Sun May 17 09:47:24 PDT 2009,Going to six flags with some gorgeous people 
Sun May 17 09:47:25 PDT 2009,@rum4life I'M GETTING MARRIED TO TOM!  -spazz over- I'm going to comment it now.
Sun May 17 09:47:25 PDT 2009,@ana2008 &quot;TOS&quot; sounds gr8!! Need to meet @travessia sometime!! Have fun!! 
Sun May 17 09:47:26 PDT 2009,Last night my King crowned me Empress. 
Sun May 17 09:47:26 PDT 2009,Hangin out at Luba's. Last night was pretty intense. 
Sun May 17 09:47:27 PDT 2009,Has been playing with the Dundee flicker group. Was lots of fun if I do say so myself 
Sun May 17 09:47:27 PDT 2009,"back home from staying at my mums the weekend, peace at last. "
Sun May 17 09:47:28 PDT 2009,@sinfulsignorita Can't believe you are farting now. 
Sun May 17 09:47:29 PDT 2009,Okay I better go help my hubby plant the garden Have a great Sunday  -S http://weightlosswiththefabulousfatties.wordpress.com/
Sun May 17 09:47:28 PDT 2009,"#3hotwords - Yes, I'm vegan "
Sun May 17 09:47:28 PDT 2009,says this is a great handmade mini memo http://tinyurl.com/qq7qro don't you think?  http://plurk.com/p/ue71w
Sun May 17 09:47:29 PDT 2009,"took few days easy, hope the summer ends. Need to get back to my study mode. Still few days for it. "
Sun May 17 09:47:29 PDT 2009,@nurfarahz haha i know what you mean i get excited every time they show it here too 
Sun May 17 09:47:29 PDT 2009,"There's no pleasure like anticipation. Ordered 2 information design books, &quot;The City &amp; The City&quot; by C. Mieville and 2 Maximo Park CDs. "
Sun May 17 09:47:29 PDT 2009,@butchwalker  tweet a pic please  
Sun May 17 09:47:30 PDT 2009,"watching whatever it takes. I've nfver even heard of it, but it has James Franco, so how can I not love it?? "
Sun May 17 09:47:30 PDT 2009,listening to &quot;Perfect To Stay (Acoustic) - Collective Soul&quot; ? http://blip.fm/~6gwzh My all time favorite song. 
Sun May 17 09:47:30 PDT 2009,"yay, this is my new status "
Sun May 17 09:47:30 PDT 2009,asdlfajflsk ! I love suprises 
Sun May 17 09:47:31 PDT 2009,@deadheadland Right on--right on  www.myspace.com/darkstarcrashes13
Sun May 17 09:47:31 PDT 2009,@XanDH I ain't done VoA but I should be there next week if we do it then 
Sun May 17 09:47:31 PDT 2009,#3turnoffwords - I Can't Count. Fitting for some on this trend 
Sun May 17 09:47:32 PDT 2009,next training...lifeguard... oh the joy... time to get some training in starting at 6:30 am.. Now thats dedication for you 
Sun May 17 09:47:32 PDT 2009,@musingsfromme HA! Karate over and three more weeks of tee ball left. SO glad it's a short season. 
Sun May 17 09:47:33 PDT 2009,@LenaSvenson I am terribly envious. Enjoy your vacation Lena! We'll miss you on the show. 
Sun May 17 09:47:33 PDT 2009,@bhall08 Well thank goodness you went to church!  ill stop worrying!  *A*
Sun May 17 09:47:33 PDT 2009,Finally stopping raining watching atheletes warm up for the finals on deansgate 
Sun May 17 09:47:34 PDT 2009,Revision ! well tbh thats a lie  im doin very little of it. None BUT i plan to do som when that plan gets put into action haha mabye never
Sun May 17 09:47:34 PDT 2009,An amusing observation of our hobby  http://bit.ly/15ufwG
Sun May 17 09:47:34 PDT 2009,@quinland   Mhmm I Have  it Helps Me Do School Work aSwell Though  I Have A Laptop   Mine All For Me 
Sun May 17 09:47:35 PDT 2009,went to the car wash twice! 
Sun May 17 09:47:35 PDT 2009,Watching Batman: Dark Night with cousins. It's 12:30 am and were still up! Yoohoo hyper as hell! 
Sun May 17 09:47:35 PDT 2009,Getting ready to celebrate E's princess party then on to look at MIL houses for her.  Maybe tonight I will dye my hair who knows 
Sun May 17 09:47:35 PDT 2009,logging off.. see you guys later! 
Sun May 17 09:47:35 PDT 2009,Good morning to all the tweeps in tworld! Malibu Strings bikini fashion show at wet Republic today!! I'm so hungry 
Sun May 17 09:47:36 PDT 2009,At work...Fannie is letting me do her nails today  hahha she is so sweet!
Sun May 17 09:47:36 PDT 2009,Balm Beach todayy.  Great Photo opps. #fb
Sun May 17 09:47:37 PDT 2009,What a beautiful sunday 
Sun May 17 09:47:37 PDT 2009,"@HannahWxo im good thanks. packin for Benidorm atm. Wuu2? x and i know! ive just watched him again, on Youtube lmao  xx"
Sun May 17 09:47:37 PDT 2009,@royallyme LOL. YES! She already thinks she is. She has all the symptoms. 
Sun May 17 09:47:38 PDT 2009,Reviewing star trek: I liked it!  http://blippr.com/b/cc76
Sun May 17 09:47:38 PDT 2009,Just updated my blog  http://bit.ly/QH87l
Sun May 17 09:47:38 PDT 2009,"Subway, cherry chapstick, and a softball game in the cold. Can't imagine a better way to spend a Sunday afternoon "
Sun May 17 09:47:38 PDT 2009,@_themillster_ Keep the faith. 
Sun May 17 09:47:38 PDT 2009,"@RhyLoosh yeah there is that...sure you'll get that C in French  haha well i wanna treat my girls,what better way then with food?  xx"
Sun May 17 09:47:38 PDT 2009,Waking up; Yesterday was the best couldnt ask for different friends 
Sun May 17 09:47:39 PDT 2009,she still has that killer smile. i used to be a fan of hers when she played in those days 
Sun May 17 09:47:39 PDT 2009,Unplugging for most of the day today. Wish it was a little better outside tho... 10ï¿½C? Meh. Have a good day twitter! 
Sun May 17 09:47:39 PDT 2009,"@tommcfly:@dannymcfly:Say hello to brazilian fans, we're all listening to BBC now! PLEASE "
Sun May 17 09:47:39 PDT 2009,"@the18 yeah, totally the best!  so open and flexible.  Even on the restricted platform of wordpress.com.  My home on the web "
Sun May 17 09:47:40 PDT 2009,Sunday Morning 
Sun May 17 09:47:40 PDT 2009,rockin out to radiohead and heading to the Rangers game  im so ready for Europe and India.
Sun May 17 09:47:40 PDT 2009,hehehe fyi- bobby long vector art is next i believe..hehee 
